"Beach ID","Beach Name","County","State","SwimSeasonLength","SwimSeason Length Units","SwimSeasonMonitoringFrequency","SwimSeasonMonitorFrequencyUnits","Off SeasonMonitoringFrequency","Off SeasonMonitorFrequencyUnits","MonitoringReportingFrequency(to EPA)","MonitoringReportingFrequencyUnits","BeachLength (Mi)","Year"
"MN530434","Lakewalk East / 26th Avenue East Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".39","2017"
"MN314613","Lakewood Pump Station Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".77","2018"
"MN314613","Lakewood Pump Station Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".77","2017"
"MN761071","Leif Erikson Park Beach","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".54","2018"
"MN761071","Leif Erikson Park Beach","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR",".54","2017"
"MN713581","Lester River Beach","ST. LOUIS","MN","87","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".19","2018"
"MN713581","Lester River Beach","ST. LOUIS","MN","87","DAYS","-","-","-","-","1","PER_YEAR",".19","2017"
"MN179927","McQuade Road Safe Harbor Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".4","2018"
"MN179927","McQuade Road Safe Harbor Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".4","2017"
"MN956135","Minnesota Point Harbor Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".8","2018"
"MN956135","Minnesota Point Harbor Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".8","2017"
"MN524952","Minnesota Point Harbor Side / 15th Street Beach","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".16","2018"
"MN524952","Minnesota Point Harbor Side / 15th Street Beach","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR",".16","2017"
"MN209496","Morgan Park Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".25","2018"
"MN209496","Morgan Park Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".25","2017"
"MN957934","North Shore Drive Wayside Rest / 72nd Avenue East Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR","1.24","2018"
"MN957934","North Shore Drive Wayside Rest / 72nd Avenue East Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR","1.24","2017"
"MN196533","North Shore Drive Wayside Rest / Cant Road Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR","1.33","2018"
"MN196533","North Shore Drive Wayside Rest / Cant Road Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR","1.33","2017"
"MN801949","Park Point 20th Street / Hearding Island Canal Beach","ST. LOUIS","MN","84","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".05","2018"
"MN801949","Park Point 20th Street / Hearding Island Canal Beach","ST. LOUIS","MN","84","DAYS","-","-","-","-","0","PER_YEAR",".05","2017"
"MN346355","Park Point Beach House","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR","3.02","2018"
"MN346355","Park Point Beach House","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR","3.02","2017"
"MN802797","Park Point Franklin Park / 13th Street South Beach","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR","1.11","2018"
"MN802797","Park Point Franklin Park / 13th Street South Beach","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR","1.11","2017"
"MN218493","Park Point Lafayette Community Club Beach","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR","1.8","2018"
"MN218493","Park Point Lafayette Community Club Beach","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR","1.8","2017"
"MN324141","Park Point Sky Harbor Parking Lot Beac","ST. LOUIS","MN","93","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR","1.13","2018"
"MN324141","Park Point Sky Harbor Parking Lot Beac","ST. LOUIS","MN","93","DAYS","-","-","-","-","1","PER_YEAR","1.13","2017"
"MN591851","Park Point Southworth Marsh Beach","ST. LOUIS","MN","84","DAYS","0","PER_YEAR","0","PER_YEAR","1","PER_YEAR",".47","2018"
"MN591851","Park Point Southworth Marsh Beach","ST. LOUIS","MN","84","DAYS","-","-","-","-","1","PER_YEAR",".47","2017"
"MN816652","Smithville Park Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".2","2018"
"MN816652","Smithville Park Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".2","2017"
"MN966726","Stony Point Beach","ST. LOUIS","MN","84","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".36","2018"
"MN966726","Stony Point Beach","ST. LOUIS","MN","84","DAYS","-","-","-","-","1","PER_YEAR",".36","2017"
"MN415778","Stony Point Wayside Rest Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".07","2018"
"MN415778","Stony Point Wayside Rest Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".07","2017"
"MN798843","Waterfront Trail / Interlake Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".24","2018"
"MN798843","Waterfront Trail / Interlake Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".24","2017"
"MN366747","Waterfront Trail / Radio Towers Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".23","2018"
"MN366747","Waterfront Trail / Radio Towers Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".23","2017"
"MN177489","Waterfront Trail / Riverside Beach","ST. LOUIS","MN","0","DAYS","0","PER_YEAR","0","PER_YEAR","0","PER_YEAR",".77","2018"
"MN177489","Waterfront Trail / Riverside Beach","ST. LOUIS","MN","0","DAYS","-","-","-","-","0","PER_YEAR",".77","2017"
"FL291808","AVALON PARK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.647","2018"
"FL291808","AVALON PARK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.647","2017"
"FL253216","BLIND CREEK BEACH - North","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".976","2018"
"FL253216","BLIND CREEK BEACH - North","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".976","2017"
"FL865565","BLIND CREEK Beach - South","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.786","2018"
"FL865565","BLIND CREEK Beach - South","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.786","2017"
"FL988253","BLUE HERON BLVD ACCESS","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.007","2018"
"FL988253","BLUE HERON BLVD ACCESS","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.007","2017"
"FL580383","COCONUT DRIVE ACCESS","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".674","2018"
"FL580383","COCONUT DRIVE ACCESS","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".674","2017"
"FL404972","FORT PIERCE INLET/NORTH JETTY PARK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.834","2018"
"FL404972","FORT PIERCE INLET/NORTH JETTY PARK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.834","2017"
"FL538902","FREDERICK DOUGLASS MEMORIAL PARK","ST. LUCIE","FL","364","DAYS","2","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".885","2018"
"FL538902","FREDERICK DOUGLASS MEMORIAL PARK","ST. LUCIE","FL","364","DAYS","-","-","-","-","0","PER_YEAR",".885","2017"
"FL111739","GULFSTREAM BEACH","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".143","2018"
"FL111739","GULFSTREAM BEACH","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".143","2017"
"FL463023","HERMANS BAY","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.01","2018"
"FL463023","HERMANS BAY","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.01","2017"
"FL299390","INLET STATE PARK @ OCEAN","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".174","2018"
"FL299390","INLET STATE PARK @ OCEAN","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".174","2017"
"FL585273","INLET STATE PARK @ RIVER","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".882","2018"
"FL585273","INLET STATE PARK @ RIVER","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".882","2017"
"FL853013","JAYCEE PARK","ST. LUCIE","FL","364","DAYS","2","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".084","2018"
"FL853013","JAYCEE PARK","ST. LUCIE","FL","364","DAYS","-","-","-","-","0","PER_YEAR",".084","2017"
"FL331275","JETTY PARK BEACH","ST. LUCIE","FL","364","DAYS","2","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".255","2018"
"FL331275","JETTY PARK BEACH","ST. LUCIE","FL","364","DAYS","-","-","-","-","0","PER_YEAR",".255","2017"
"FL496667","JOHN BROOKS PARK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".87","2018"
"FL496667","JOHN BROOKS PARK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".87","2017"
"FL401884","K BERGALIS MEMORIAL PARK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".105","2018"
"FL401884","K BERGALIS MEMORIAL PARK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".105","2017"
"FL304902","Little Jim Bridge","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.432","2018"
"FL304902","Little Jim Bridge","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.432","2017"
"FL514799","NORMANDY BEACH","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.212","2018"
"FL514799","NORMANDY BEACH","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.212","2017"
"FL353859","North Causeway Island Park","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".025","2018"
"FL353859","North Causeway Island Park","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".025","2017"
"FL761005","PEPPER PARK","ST. LUCIE","FL","364","DAYS","2","PER_MONTH","0","PER_MONTH","0","PER_YEAR","3.61","2018"
"FL761005","PEPPER PARK","ST. LUCIE","FL","364","DAYS","-","-","-","-","0","PER_YEAR","3.61","2017"
"FL921370","PORPOISE BEACH","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".292","2018"
"FL921370","PORPOISE BEACH","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".292","2017"
"FL752183","SOUTH BEACH BOARDWALK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".273","2018"
"FL752183","SOUTH BEACH BOARDWALK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".273","2017"
"FL557056","SOUTH CAUSEWAY at Boat Ramp","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".342","2018"
"FL557056","SOUTH CAUSEWAY at Boat Ramp","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".342","2017"
"FL871365","SURFSIDE/BERGALIS MEMORIAL PARK","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR",".441","2018"
"FL871365","SURFSIDE/BERGALIS MEMORIAL PARK","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR",".441","2017"
"FL743759","WALTON ROCKS BEACH","ST. LUCIE","FL","364","DAYS","2","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.432","2018"
"FL743759","WALTON ROCKS BEACH","ST. LUCIE","FL","364","DAYS","-","-","-","-","0","PER_YEAR","1.432","2017"
"FL809584","WAVELAND BEACH","ST. LUCIE","FL","0","DAYS","0","PER_MONTH","0","PER_MONTH","0","PER_YEAR","1.79","2018"
"FL809584","WAVELAND BEACH","ST. LUCIE","FL","0","DAYS","-","-","-","-","0","PER_YEAR","1.79","2017"
"LA971783","CYPT1","ST. MARY","LA","183","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".47","2018"
"LA971783","CYPT1","ST. MARY","LA","183","DAYS","-","-","-","-","1","PER_YEAR",".47","2017"
"MD628837","Cedar Cove Community Beach","ST. MARY'S","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".265","2018"
"MD628837","Cedar Cove Community Beach","ST. MARY'S","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".265","2017"
"MD599212","Elm's Beach - Public Beach","ST. MARY'S","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".146","2018"
"MD599212","Elm's Beach - Public Beach","ST. MARY'S","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".146","2017"
"MD479102","Point Lookout State Park","ST. MARY'S","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".156","2018"
"MD479102","Point Lookout State Park","ST. MARY'S","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".156","2017"
"LA733869","FNTB1","ST. TAMMANY","LA","183","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".13","2018"
"LA733869","FNTB1","ST. TAMMANY","LA","183","DAYS","-","-","-","-","1","PER_YEAR",".13","2017"
"VI505006","BLUEBEARDS BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".05","2018"
"VI505006","BLUEBEARDS BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".05","2017"
"VI951607","BOLONGO BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".062","2018"
"VI951607","BOLONGO BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".062","2017"
"VI293962","BREWERS BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".104","2018"
"VI293962","BREWERS BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".104","2017"
"VI577932","COKI POINT","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".037","2018"
"VI577932","COKI POINT","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".037","2017"
"VI891065","FRENCHMAN'S BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".07","2018"
"VI891065","FRENCHMAN'S BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".07","2017"
"VI402599","HART BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".104","2018"
"VI402599","HART BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".104","2017"
"VI616865","HULL BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".052","2018"
"VI616865","HULL BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".052","2017"
"VI776527","LIMETREE BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".029","2018"
"VI776527","LIMETREE BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".029","2017"
"VI514102","LINDBERGH BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".111","2018"
"VI514102","LINDBERGH BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".111","2017"
"VI431925","LINDQUIST BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".049","2018"
"VI431925","LINDQUIST BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".049","2017"
"VI672756","MAGEN'S BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".201","2018"
"VI672756","MAGEN'S BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".201","2017"
"VI937158","MORNINGSTAR BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".062","2018"
"VI937158","MORNINGSTAR BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".062","2017"
"VI327776","SAPPHIRE BEACH","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".061","2018"
"VI327776","SAPPHIRE BEACH","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".061","2017"
"VI389422","SECRET HARBOR","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".037","2018"
"VI389422","SECRET HARBOR","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".037","2017"
"VI764950","VESSUP BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".043","2018"
"VI764950","VESSUP BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".043","2017"
"VI591668","WATER BAY","ST. THOMAS ISLAND","VI","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".032","2018"
"VI591668","WATER BAY","ST. THOMAS ISLAND","VI","364","DAYS","-","-","-","-","1","PER_WEEK",".032","2017"
"NY465973","ALBERTS LANDING BEACH","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".08","2018"
"NY465973","ALBERTS LANDING BEACH","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".08","2017"
"NY735693","AMAGANSETT BEACH ASSOCIATION","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".03","2018"
"NY735693","AMAGANSETT BEACH ASSOCIATION","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY689454","AMITYVILLE BEACH","SUFFOLK","NY","100","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".08","2018"
"NY689454","AMITYVILLE BEACH","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".08","2017"
"NY186000","ASHAROKEN BEACH","SUFFOLK","NY","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".1","2018"
"NY186000","ASHAROKEN BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".1","2017"
"NY532595","ATLANTIC AVENUE BEACH","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".09","2018"
"NY532595","ATLANTIC AVENUE BEACH","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".09","2017"
"NY714050","ATLANTIQUE BEACH - BAY","SUFFOLK","NY","100","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".03","2018"
"NY714050","ATLANTIQUE BEACH - BAY","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY159002","ATLANTIQUE BEACH - OCEAN","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".06","2018"
"NY159002","ATLANTIQUE BEACH - OCEAN","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".06","2017"
"NY196140","BATH AND TENNIS HOTEL","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".08","2018"
"NY196140","BATH AND TENNIS HOTEL","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".08","2017"
"NY164875","BATHING CORP OF SOUTHAMPTON","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".09","2018"
"NY164875","BATHING CORP OF SOUTHAMPTON","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".09","2017"
"NY764458","BAY HILLS POA","SUFFOLK","NY","109","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".03","2018"
"NY764458","BAY HILLS POA","SUFFOLK","NY","109","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY268028","BAYBERRY BEACH AND TENNIS CLUB","SUFFOLK","NY","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".07","2018"
"NY268028","BAYBERRY BEACH AND TENNIS CLUB","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".07","2017"
"NY470082","BAYBERRY COVE BEACH","SUFFOLK","NY","109","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".02","2018"
"NY470082","BAYBERRY COVE BEACH","SUFFOLK","NY","109","DAYS","-","-","-","-","1","PER_YEAR",".02","2017"
"NY817008","BAYCREST ASSOCIATION BEACH","SUFFOLK","NY","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".04","2018"
"NY817008","BAYCREST ASSOCIATION BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".04","2017"
"NY352593","BAYPORT BEACH","SUFFOLK","NY","105","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".03","2018"
"NY352593","BAYPORT BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY375131","BAYVIEW BEACH","SUFFOLK","NY","109","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".01","2018"
"NY375131","BAYVIEW BEACH","SUFFOLK","NY","109","DAYS","-","-","-","-","1","PER_YEAR",".01","2017"
"NY563977","BEECH ROAD BEACH","SUFFOLK","NY","109","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".05","2018"
"NY563977","BEECH ROAD BEACH","SUFFOLK","NY","109","DAYS","-","-","-","-","1","PER_YEAR",".05","2017"
"NY339648","BELLE TERRE BEACH","SUFFOLK","NY","100","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".11","2018"
"NY339648","BELLE TERRE BEACH","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".11","2017"
"NY408905","BELLPORT BEACH","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".05","2018"
"NY408905","BELLPORT BEACH","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".05","2017"
"NY530635","BENJAMINS BEACH","SUFFOLK","NY","105","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".03","2018"
"NY530635","BENJAMINS BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY565679","BOYS AND GIRLS HARBOR","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2018"
"NY565679","BOYS AND GIRLS HARBOR","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2017"
"NY526493","BRIDGEHAMPTON CLUB","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".06","2018"
"NY526493","BRIDGEHAMPTON CLUB","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".06","2017"
"NY926041","BRIDGEHAMPTON TENNIS AND SURF","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".07","2018"
"NY926041","BRIDGEHAMPTON TENNIS AND SURF","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".07","2017"
"NY984279","BRIGHTWATERS BEACH","SUFFOLK","NY","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".05","2018"
"NY984279","BRIGHTWATERS BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".05","2017"
"NY648214","BROADWAY BEACH","SUFFOLK","NY","109","DAYS","2","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".03","2018"
"NY648214","BROADWAY BEACH","SUFFOLK","NY","109","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY896760","BROOKHAVEN BATHING ASSOCIATION","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2018"
"NY896760","BROOKHAVEN BATHING ASSOCIATION","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2017"
"NY471816","CALLAHAN'S BEACH","SUFFOLK","NY","105","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".18","2018"
"NY471816","CALLAHAN'S BEACH","SUFFOLK","NY","105","DAYS","-","-","-","-","1","PER_YEAR",".18","2017"
"NY129112","CAMP ALVERNIA","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2018"
"NY129112","CAMP ALVERNIA","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".02","2017"
"NY267977","CAMP BAITING HOLLOW","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".03","2018"
"NY267977","CAMP BAITING HOLLOW","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY927079","CAMP BLUE BAY","SUFFOLK","NY","100","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".04","2018"
"NY927079","CAMP BLUE BAY","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".04","2017"
"NY944001","CAMP DEWOLFE","SUFFOLK","NY","100","DAYS","1","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".03","2018"
"NY944001","CAMP DEWOLFE","SUFFOLK","NY","100","DAYS","-","-","-","-","1","PER_YEAR",".03","2017"
"NY239249","CAMP INTEGRITY","SUFFOLK","NY","15","WEEKS","-","-","-","-","-","-",".028","2018"
